_id,base,date,currency,rate
686cf69287a0da11de451829,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SBD,8.560003
686cf69287a0da11de45182a,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SCR,14.437336
686cf69287a0da11de45182b,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SDG,454.227679
686cf69287a0da11de45182c,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SEK,9.513959
686cf69287a0da11de45182d,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SGD,1.279446
686cf69287a0da11de45182e,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SHP,0.734326
686cf69287a0da11de45182f,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SLE,22.426382
686cf69287a0da11de451830,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SLL,22426.381786
686cf69287a0da11de451831,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SOS,571.151661
686cf69287a0da11de451832,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SRD,37.441135
686cf69287a0da11de451833,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SSP,4540.391813
686cf69287a0da11de451834,USD,"Tue, 08 Jul 2025 00:02:31 +0000",STN,20.882479
686cf69287a0da11de451835,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SYP,12904.197868
686cf69287a0da11de451836,USD,"Tue, 08 Jul 2025 00:02:31 +0000",SZL,17.814361
686cf69287a0da11de451837,USD,"Tue, 08 Jul 2025 00:02:31 +0000",THB,32.588328
686cf69287a0da11de451838,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TJS,10.39177
686cf69287a0da11de451839,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TMT,3.499904
686cf69287a0da11de45183a,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TND,2.890991
686cf69287a0da11de45183b,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TOP,2.363537
686cf69287a0da11de45183c,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TRY,40.017982
686cf69287a0da11de45183d,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TTD,6.784012
686cf69287a0da11de45183e,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TVD,1.537628
686cf69287a0da11de45183f,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TWD,28.99071
686cf69287a0da11de451840,USD,"Tue, 08 Jul 2025 00:02:31 +0000",TZS,2625.242687
686cf69287a0da11de451841,USD,"Tue, 08 Jul 2025 00:02:31 +0000",UAH,41.826744
686cf69287a0da11de451842,USD,"Tue, 08 Jul 2025 00:02:31 +0000",UGX,3592.716945
686cf69287a0da11de451843,USD,"Tue, 08 Jul 2025 00:02:31 +0000",UYU,40.1521
686cf69287a0da11de451844,USD,"Tue, 08 Jul 2025 00:02:31 +0000",UZS,12685.267144
686cf69287a0da11de451845,USD,"Tue, 08 Jul 2025 00:02:31 +0000",VES,112.1278
686cf69287a0da11de451846,USD,"Tue, 08 Jul 2025 00:02:31 +0000",VND,26064.994929
686cf69287a0da11de451847,USD,"Tue, 08 Jul 2025 00:02:31 +0000",VUV,118.683592
686cf69287a0da11de451848,USD,"Tue, 08 Jul 2025 00:02:31 +0000",WST,2.717255
686cf69287a0da11de451849,USD,"Tue, 08 Jul 2025 00:02:31 +0000",XAF,559.102375
686cf69287a0da11de45184a,USD,"Tue, 08 Jul 2025 00:02:31 +0000",XCD,2.7
686cf69287a0da11de45184b,USD,"Tue, 08 Jul 2025 00:02:31 +0000",XCG,1.79
686cf69287a0da11de45184c,USD,"Tue, 08 Jul 2025 00:02:31 +0000",XDR,0.728645
686cf69287a0da11de45184d,USD,"Tue, 08 Jul 2025 00:02:31 +0000",XOF,559.102375
686cf69287a0da11de45184e,USD,"Tue, 08 Jul 2025 00:02:31 +0000",XPF,101.712162
686cf69287a0da11de45184f,USD,"Tue, 08 Jul 2025 00:02:31 +0000",YER,242.215491
686cf69287a0da11de451850,USD,"Tue, 08 Jul 2025 00:02:31 +0000",ZAR,17.816017
686cf69287a0da11de451851,USD,"Tue, 08 Jul 2025 00:02:31 +0000",ZMW,24.219147
686cf69287a0da11de451852,USD,"Tue, 08 Jul 2025 00:02:31 +0000",ZWL,26.8827
